,Tweets,User,User_statuses_count,user_followers,User_location,User_verified,fav_count,rt_count,tweet_date
1629,"RT @HouseIntel: Where were you on July 25, 2019?

On July 25, 2019:

— Ukrainian soldiers were manning the front lines against Russian-back…",((Fredàé)) #Resist 🍑Impeach ⚖Indict 👨‍⚖️Imprison,166286,47821,San Francisco,False,0,609,2020-01-22 23:56:06
1630,"RT @GeorgeTakei: Your Republican Party, ladies and gentlemen. https://t.co/vtRMxUd57Q",Connie Andrus,52466,3734,,False,0,483,2020-01-22 23:56:05
1631,"RT @PalmerReport: Donald Trump's day so far:

- Confesses that he's sitting on incriminating evidence against himself
- The idiot just scre…",Megan Lewin,6736,29,,False,0,1588,2020-01-22 23:56:05
1632,"RT @PeteButtigieg: Donald Trump faked a medical condition to avoid serving. He’s never had to sacrifice a day in his life.

He will never u…",ƚØ♏ ŦÂßЄҚ 🌊🌊 🆘,68183,7128,"San Jacinto, CA",False,0,2582,2020-01-22 23:56:05
1633,"RT @moscow_project: Trump says the July 25 call was ""perfect.""
It's anything but.
""It is direct evidence that President Donald Trump corrup…",Silvie Krebs,99802,626,NE OH,False,0,6,2020-01-22 23:56:05
1634,"RT @GaryRayBetz: Sorry pal, but they ain't 'entitlements'! I've been paying into Medicare &amp; Social Security since my first job at the filli…",ZenPedro,34338,1887,oriented,False,0,181,2020-01-22 23:56:03
1635,@JerylBier @baseballcrank Donald Trump : low profile :: Rick Astley : give you up/let you down,Mr. Blue,4285,53,Transmitting Live From Mars,False,0,0,2020-01-22 23:56:02
1636,"RT @HouseIntel: Giuliani admitted that he was asking Ukraine to work on investigations that could be “very, very helpful” to the President.…",Susan P.,98001,1285,"Michigan, USA",False,0,607,2020-01-22 23:56:02
1637,"RT @JoeBiden: My administration will not cut Social Security or Medicare benefits. Period. We’ll expand them. Meanwhile, Donald Trump is sa…",Derrick Luppino,1540,362,"New York, NY",False,0,1591,2020-01-22 23:56:02
1638,RT @mayawiley: #RepJeffries playing video where #Trumo said he’d love his senior aides to testify! https://t.co/8Y1MX0We6s “What is Preside…,Jay Fine.  fineimages@gmail.com photos©jfine,19540,563,"New York, USA",False,0,488,2020-01-22 23:56:02
1639,@tedcruz HUNTER BIDEN IS NOT ON TRIAL YOU IDIOT. This is the trial of the #Impeachment of Donald J Trump!,Tina Rufo,65798,860,,False,0,0,2020-01-22 23:56:01
1640,"With all due respect @RepAdamSchiff  and crew are OUR junk yard dogs, in pursuit of displaying the corrupt truth of… https://t.co/FpePqSa1wW",gary,48829,2209,,False,1,0,2020-01-22 23:56:00
1641,"RT @Feisty_FL: Hey Hakim Jeffries, how come it’s ok to call President Trump, Donald John Trump and it’s not ok to call President Obama, Bar…",Mary Banks,145276,6090,,False,0,56,2020-01-22 23:56:00
1642,"RT @CNN: ""It's been less than two days, but one storyline of the Senate impeachment trial of Donald Trump has already emerged: Democrats ar…",James Smith,179458,1573,"California, USA",False,0,44,2020-01-22 23:56:00
1643,"RT @ABCPolitics: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that Pr…",Larry J Bledsoe lll,992,85,,False,0,27,2020-01-22 23:55:59
1644,"RT @PeteButtigieg: Donald Trump is targeting Social Security, Medicare, and Medicaid to fund tax breaks for giant corporations and the weal…",SandrasForPete🍷🇺🇸🇳🇴🇸🇪🐝,128423,4308,"Cape Cod, MA",False,0,1094,2020-01-22 23:55:59
1645,"RT @jaketapper: 2/ Here's an interesting story about Martha Mitchell and the current US Ambassador to the Czech Republic, btw

https://t.co…",Christine G Taylor,39944,11528,Nashville & Los Angeles,False,0,587,2020-01-22 23:55:59
1646,RT @ABC: Rep. Adam Schiff quotes from Alexander Hamilton at the start of House impeachment managers' opening arguments in the trial of Pres…,Andromeda,31155,154,,False,0,909,2020-01-22 23:55:58
1647,"@SenateGOP how much evidence do you need? It's been 3 plus years of bullshit!

#TrumpMustGo… https://t.co/di7bCMbnim",Rhonda,26300,3416,"Northern California, USA",False,0,0,2020-01-22 23:55:58
1648,"RT @HouseIntel: Where were you on July 25, 2019?

On July 25, 2019:

— Ukrainian soldiers were manning the front lines against Russian-back…",meta,657792,9099,San Francisco,False,0,609,2020-01-22 23:55:57
1649,"RT @cjtruth: GREAT NEWS: Donald Trump will become first president to speak live and in person at March for Life this Friday.

The other sid…",Victory MAGA 💜✝️Q❤️🇺🇸,13905,4724,,False,0,240,2020-01-22 23:55:56
1650,RT @PalmerReport: Donald Trump just announced that “We are now NUMBER ONE in the Universe.” He’s right. Poll numbers in favor of his impeac…,Marcia Clarke Young,106709,625,south easton massachusetts,False,0,840,2020-01-22 23:55:56
1651,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",L Wms,112654,398,,False,0,992,2020-01-22 23:55:56
1652,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,Beverly Davis,6443,199,,False,0,2687,2020-01-22 23:55:56
1653,"RT @FriendsofNancyP: 🚨📹 #ICYMI, a mega-thread🧵 of clips from yesterday's explosive start to the Impeachment Trial of Donald J. Trump. #GOPC…",prudence,87139,5519,,False,0,293,2020-01-22 23:55:55
1654,RT @Zac_Petkanas: Just a reminder that Donald Trump fired his FBI Director and publicly said it was to stop a criminal investigation into h…,Annielaural leFaye,14208,347,"Queensland, Australia",False,0,930,2020-01-22 23:55:55
1655,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",Colette Bee,51204,2654,"Alberta, CANADA",False,0,992,2020-01-22 23:55:55
1656,RT @TimothyNoah1: “Fuhrer ... Duce ...” Charles Fried doesn’t like Donald Trump very much. https://t.co/B4lMk1OLRm,Caroll Thompson,10896,99,"Maine, USA",False,0,9,2020-01-22 23:55:55
1657,"RT @CREWcrew: Pam Bondi just defended President Trump at his impeachment trial.

Remember when we filed a criminal bribery complaint agains…",Dagmar M Batyahav,43599,9428,Sweden,False,0,3623,2020-01-22 23:55:55
1658,@JennaEllisEsq @realDonaldTrump This is nothing but Performance Art to sway voters. Hoping that American People wil… https://t.co/1nyv9iIdH0,JAB SLICK,16845,40,,False,0,0,2020-01-22 23:55:55
1659,Lawsuit: Trump tied to inauguration’s inflated payments to his business https://t.co/YrY6zS2ZOa,Christopher,3077,25,"Tampa, FL",False,0,0,2020-01-22 23:55:54
1660,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,Susan Avery,12545,226,,False,0,2687,2020-01-22 23:55:53
1661,RT @CBSThisMorning: President Trump says they are “discussing” human rights in Hong Kong as part of Phase 2 of the China trade deal. #WEF20…,W,507,0,Hong Kong,False,0,148,2020-01-22 23:55:53
1662,RT @CBSThisMorning: President Trump says they are “discussing” human rights in Hong Kong as part of Phase 2 of the China trade deal. #WEF20…,Chan Siu Fung,113,8,,False,0,148,2020-01-22 23:55:53
1663,"RT @ABC: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that President…",Amzieaa,75869,1283,,False,0,60,2020-01-22 23:55:53
1664,@GOP @realDonaldTrump The U.S. Senate . . . . living proof not one Republican Senator has a pair of balls enough to… https://t.co/ACFSWjMcNJ,Guardian,1226,1,"South Carolina, USA",False,0,0,2020-01-22 23:55:53
1665,"RT @CNN: ""It's been less than two days, but one storyline of the Senate impeachment trial of Donald Trump has already emerged: Democrats ar…",KIM GILL  🇨🇦,207008,283,Canada ,False,0,44,2020-01-22 23:55:52
1666,"RT @ryanstruyk: SCHIFF: ""We are here today in this hallowed chamber undertaking a solemn action for only third time in history because Dona…",Andromeda,31155,154,,False,0,586,2020-01-22 23:55:52
1667,Just imagine if the Democrats channeled the energy they spend on hating Donald Trump to doing something productive… https://t.co/JrZEce6y6s,kyle Mcguinn,73,639,NOVA (Northern Virginia),False,0,0,2020-01-22 23:55:52
1668,"RT @allidoisowen: I’m heading into court for calling the impeachment of President Donald Trump a scam. 

Wish me luck https://t.co/wavDCJ9o…",PCH🇺🇸 #MAGA #Trump2020 #2A #LTC #KAG,9337,8245,"Arizona, USA",False,0,2129,2020-01-22 23:55:51
1669,RT @elizlipp: How did a do nothing Senator from Vermont get you all to believe he’s our only hope in beating Donald Trump?,Bianca Devones,21821,371,WA,False,0,420,2020-01-22 23:55:51
1670,So the Zodiac @tedcruz is currentlying on TV saying Ukraine got nothing from the Obama admin. This has already been… https://t.co/8N2acGYozZ,#LockHimUp #SolitaryForLife,62801,21131,Narnia,False,0,0,2020-01-22 23:55:51
1671,RT @PhilipWegmann: Just Now: Donald Trump to become first president to speak live and in person at March for Life this Friday.,Jamie,530,294,"Los Angeles, CA",False,0,237,2020-01-22 23:55:50
1672,"RT @ABC: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that President…",Elusive News Agency,309522,1184,puckington palace rts are not endorsements,False,0,60,2020-01-22 23:55:50
1673,"RT @OANN: In the next edition of One America News Investigates, Michael Caputo exposes the coverup that led to the impeachment of President…",lipstickpundit,175066,9130,"South Florida, Chicago",False,0,454,2020-01-22 23:55:50
1674,"RT @JoeBiden: My administration will not cut Social Security or Medicare benefits. Period. We’ll expand them. Meanwhile, Donald Trump is sa…",Tara Holmes,97304,970,,False,0,1591,2020-01-22 23:55:50
1675,"RT @ABC: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that President…",Steven M,19381,1028,"California, USA",False,0,60,2020-01-22 23:55:49
1676,"@NBCNews Trump defense team need witnesses, and documentation
in Donald John Trump's impeachment case record to dis… https://t.co/AWgZ7c4eip",Franco White,4235,6,,False,0,0,2020-01-22 23:55:48
1677,"@realDonaldTrump TRUMP 2020: BELIEVE ME! - I lie - a lot.

at 16,2000+ lies in just 3 Years, Donald J. Trump is the… https://t.co/lQkkmUPjMt",Ida May Cardinal,48149,4362,,False,0,0,2020-01-22 23:55:48
1678,RT @RawStory: #AdamSchiffROCKS trends nationwide as House manager begins the prosecution of Donald Trump https://t.co/wIJE0NXXUn,Carol Enderlin,2639,23,,False,0,514,2020-01-22 23:55:48
1679,RT @grey_jarvis: can donald trump sit under this please it’s for science,peyton 🤠,15666,197,,False,0,27,2020-01-22 23:55:47
1680,RT @mehdirhasan: Donald Trump is an antisemite. There’s literally no debate.,CoraBlimey#NHS#SOS💜,337381,4283,,False,0,293,2020-01-22 23:55:47
1681,RT @RitaPanahi: US President Donald Trump is currently on trial for defeating Hillary Clinton in the 2016 election and governing without me…,Natalie,134926,1654,Second Star to the Right...,False,0,66,2020-01-22 23:55:47
1682,"RT @abutler04: Lawsuit:
Donald and Ivanka Trump Were Involved in Inauguration’s Inflated Payments to Their  Family Business. https://t.co/j…",gemgal,7235,473,,False,0,30,2020-01-22 23:55:45
1683,"RT @gholland04: @realDonaldTrump 37.

As seen in the Video the Liberal-Dems and MSM laughed at the original thought that Donald J Trump wou…",Joleen,4132,15,,False,0,3,2020-01-22 23:55:44
1684,"RT @BettyBowers: @tedcruz “[The Foreign Corruption Practices Act] is a horrible law [because] every other country goes into places, and the…",Elle Oliver-Edmonds 🌊🌊,13238,4424,"California, USA",False,0,27,2020-01-22 23:55:44
1685,RT @Weinsteinlaw: How many times does Donald Trump have to confess before Republicans finally start to believe him?,Samsid03,2982,129,Lowville NY,False,0,149,2020-01-22 23:55:44
1686,"Didn't he want whichever of his multiple wives had Tiffany, to abort when she told him she was pregnant?… https://t.co/KIMJIqPNBX",Stefanie Williams,26660,15770,Charleston/NYC,True,1,0,2020-01-22 23:55:43
1687,RT @realTuckFrumper: Did Donald and Ivanka Trump plunder inauguration funds? Suit filed by D.C. attorney general says yes https://t.co/emvE…,sara dee,8852,180,,False,0,214,2020-01-22 23:55:43
1688,"RT @FriendsofNancyP: 🚨📹 #ICYMI, a mega-thread🧵 of clips from yesterday's explosive start to the Impeachment Trial of Donald J. Trump. #GOPC…",Ernie Conger,108692,3412,Texas,False,0,293,2020-01-22 23:55:42
1689,"RT @TulsiGabbard: A house divided cannot stand. We must work side-by-side as Americans. Yes I’m committed to defeating Donald Trump, but be…",Anoop Kumar Jaiswal,71452,3322,"Nashville, TN, USA ",False,0,635,2020-01-22 23:55:42
1690,"RT @gregolear: ""My name is Donald John Trump. My hobbies include sexual assault, reality TV, and wanton obstruction of justice.""",Stacey 🙋‍♀️🆘,60785,7821,"Wyoming, USA",False,0,492,2020-01-22 23:55:42
1691,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,cognizant canuck,98137,11856,"Ontario, Canada",False,0,2687,2020-01-22 23:55:42
1692,"RT @SickOfTheSwamp: The left keeps insisting WE are the violent ones. 

The violence is all coming from the media infused Trump derangement…",Theresa,77416,2970,Massachusetts,False,0,198,2020-01-22 23:55:41
1693,"RT @JoeBiden: Together, we're going to beat Donald Trump and take back this country.

Chip in if you’re ready to leave him in the dust: htt…",RHYTHM,8684,1728,"Detroit, MI",False,0,962,2020-01-22 23:55:41
1694,"RT @PeteButtigieg: Donald Trump faked a medical condition to avoid serving. He’s never had to sacrifice a day in his life.

He will never u…",Paul McClintock,276882,13915,"New Port Richey, FL",False,0,2582,2020-01-22 23:55:40
1695,"RT @RepJeffries: The President’s top lawyer asked an important question on the first day of trial.

Why are we here?

Donald Trump brazenly…",TrillOG,698,6,"The Foothills, Phoenix, AZ",False,0,3340,2020-01-22 23:55:40
1696,RT @PalmerReport: Donald Trump is losing his impeachment trial in the only way that matters https://t.co/NT9adpnPnL,Audrey J Thornburg,14038,205,,False,0,48,2020-01-22 23:55:40
1697,"RT @StephenKing: Trump did this.
It’s all on Donald Trump.
Retweet if you agree.",Michael Johnston,3879,230,"Vermilion, OH",False,0,164280,2020-01-22 23:55:39
1698,RT @Martamendoza718: Every Republican senator voted 11 times to block a fair trial https://t.co/aWhXRhoe1g,Jeff,42323,12186,Far side of the moon,False,0,48,2020-01-22 23:55:39
1699,@kroger Or the dems trying to find dirt in the greatest president ever. Donald Trump wooo,BigBossRoss,187,0,,False,0,0,2020-01-22 23:55:39
1700,"RT @ryanstruyk: SCHIFF: ""We are here today in this hallowed chamber undertaking a solemn action for only third time in history because Dona…",Debbie 🐝Ahern 🇺🇸 💙🌊✨✌🏽✌🏻,191121,13191,United States,False,0,586,2020-01-22 23:55:39
1701,"RT @ChuckCallesto: Describe the IMPEACHMENT of Donald Trump on one word?

RT-",TrumpsterUSA🤓,6904,4995,,False,0,452,2020-01-22 23:55:39
1702,RT @bennyjohnson: BREAKING: Donald Trump to become first president to speak live and in person at March for Life this Friday.,Anne Louise 💙,93315,3287,Massachusettes USA,False,0,444,2020-01-22 23:55:39
1703,RT @HouseIntel: “The misconduct set out in those articles is the most serious ever charged against a president.” - @RepAdamSchiff begins th…,Jeanene Lorey,118815,6337,Pacific Northwest,False,0,3410,2020-01-22 23:55:39
1704,"RT @CNN: ""It's been less than two days, but one storyline of the Senate impeachment trial of Donald Trump has already emerged: Democrats ar…",enjoying life,1854,15,,False,0,44,2020-01-22 23:55:38
1705,"RT @ABC: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that President…",MLM,17338,473,,False,0,60,2020-01-22 23:55:38
1706,"@Alyssa_Milano are you in Washington tonight to see the best president in our history, Your President Donald Trump?",Mr Pencil Neck,179,1,"California, USA",False,0,0,2020-01-22 23:55:38
1707,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,anzola,2388,174,"Chicago, IL",False,0,2687,2020-01-22 23:55:38
1708,"RT @dylanmsmitty: Everyone knows Donald Trump is guilty. 
Everyone. 
Why won’t Republicans convict? Why are they all so scared of Trump? I…",👀👂🏼👂🏼,132557,980,,False,0,102,2020-01-22 23:55:37
1709,@GOP @realDonaldTrump The U.S. Senate . . . . living proof not one Republican Senator has a pair of balls enough to… https://t.co/Pru4IR7rYV,Guardian,1226,1,"South Carolina, USA",False,0,0,2020-01-22 23:55:36
1710,@SteveScalise @WhiteHouse @realDonaldTrump Nobody is disputing that Donald Jenius Trump won the electoral college v… https://t.co/BztHHfgbK5,LuciferNHeck,470,11,"Lower Heck, 1st District",False,0,0,2020-01-22 23:55:35
1711,"RT @ewarren: Mitch McConnell knows the facts are damning for Donald Trump. To protect him, he’s pushing through a sham trial with no witnes…",reader,205,193,www,False,0,8705,2020-01-22 23:55:35
1712,"Bwahahahahaha, I've only seen the pic of her cryong, the video makes it 10 times better!

RT @bennyjohnson: BREAKIN… https://t.co/p9kO3iQX9A",Bleezy,11010,368,"Tacoma, WA",False,0,0,2020-01-22 23:55:35
1713,Absolutely disgusting. Trump 2020. Donald Trump is the best President in my lifetime. Terrible what they are trying… https://t.co/bn104Wp2yr,Marijane Green,86239,738,USA,False,0,0,2020-01-22 23:55:35
1714,"RT @TurnTwo363: This is not hyperbole, we must focus on the real issue, Donald tRump and the #GOP do not care about anything other than whi…",jakki2004 #DemCast,274072,48168,"#Kindness, Connecticut ",False,0,1,2020-01-22 23:55:34
1715,RT @HillBeverlyhill: Jason Crow to Donald Trump: If Ukraine call was 'perfect' then 'call the witnesses' - CNNPolitics https://t.co/Cupx35f…,P S,48385,3991,TEXAS,False,0,30,2020-01-22 23:55:34
1716,"RT @BernieSanders: Over and over, Donald Trump promised Americans that he would not cut Social Security and Medicare.

He lied.

When we wi…",J03G4M3R'5 lost ghost 🆘️,8570,254,,False,0,1352,2020-01-22 23:55:34
1717,RT @TheBeaSmith: 🙏🏻  Trump to become first president to speak at the March for Life https://t.co/5W5r7CQcte #FoxNews,Linda manganelli,30857,627,United States,False,0,5,2020-01-22 23:55:34
1718,Did Donald and Ivanka Trump plunder inauguration funds? Suit filed by D.C. attorney general says YES!… https://t.co/OX4Ca05yDY,Bubblypoo🌴,19807,9632,"Palm Beach, Florida",False,1,1,2020-01-22 23:55:34
1719,"@MSNBC As this occurred, the camera captured something very interesting. Jay Sekulow, Donald Trump’s Stooge was lig… https://t.co/yc1IkuBpp7",Mike G,391,1,,False,0,0,2020-01-22 23:55:34
1720,Donald Tusk makes what appears to be 'gun' gesture at Trump's back https://t.co/NU5fDWPvdP via @nypost,Julia Green,3635,61,,False,0,0,2020-01-22 23:55:34
1721,"RT @BettyBowers: @tedcruz “[The Foreign Corruption Practices Act] is a horrible law [because] every other country goes into places, and the…",paulhodges,29271,126,,False,0,27,2020-01-22 23:55:34
1722,"RT @politico: The list of countries is not yet final and could be changed, but nations under consideration for new restrictions include Bel…",jay Castane,19284,47,"Shreveport, Louisiana",False,0,150,2020-01-22 23:55:34
1723,@GOPChairwoman @EliseStefanik @realDonaldTrump 89st Donald Trump history victory 2020,José @89 Triangulo,108006,617,Estados Unidos,False,1,0,2020-01-22 23:55:34
1724,"RT @CBSNews: When asked about the 11 U.S. servicemen injured in the Iran airstrikes, President Trump told @weijia he didn't ""consider them …",Roger Thompson B.Msc M.Cht.,1979,20,"Port Orchard, WA",False,0,1313,2020-01-22 23:55:34
1725,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",Timothy Reyes,13246,453,,False,0,994,2020-01-22 23:55:33
1726,"RT @bennyjohnson: BREAKING: Donald Trump to become first president to speak live and in person at March for Life this Friday.

LIBS: https:…",Lisa Parris,2967,244,,False,0,410,2020-01-22 23:55:33
1727,"‘trump tried to “cheat” way to re-election’
https://t.co/RwOSnbxm4c",Brian Cozad,12493,36,"Loma Linda, CA",False,0,0,2020-01-22 23:55:32
1728,"RT @cjtruth: GREAT NEWS: Donald Trump will become first president to speak live and in person at March for Life this Friday.

The other sid…",Dave's Outfit 🛶🇨🇦 WWG1WGA,7454,1220,🌎🍿😎,False,0,240,2020-01-22 23:55:32
1729,RT @FordOConnell: My name is Ford O’Connell. Businessman. Lawyer. Conservative commentator. I am running for congress because I want to fig…,Ben A Paine,20798,3786,United States,False,0,379,2020-01-22 23:55:32
1730,"RT @ABC: Rep. Hakeem Jeffries says that President Trump's phone call with Ukrainian President Zelenskiy is ""direct evidence that President…",Kenneth Howard Calloway Jr.,9138,191,"Pittsburgh, PA",False,0,60,2020-01-22 23:55:30
1731,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,SqueakyWheel ☮❤🌻♿🆘🌊😎,71824,1959,Here and There ,False,0,2690,2020-01-22 23:55:30
1732,"RT @Feisty_FL: Hey Hakim Jeffries, how come it’s ok to call President Trump, Donald John Trump and it’s not ok to call President Obama, Bar…",Sandman1,3439,1140,Texas,False,0,56,2020-01-22 23:55:30
1733,"RT @roper_93: The bar for leadership, showing empathy, and common decency when it comes to this man is in hell. 

Donald Trump dismissed US…",Joe Nicandro Jr.,9429,171,United States,False,0,55,2020-01-22 23:55:30
1734,"RT @ryanstruyk: SCHIFF: ""We are here today in this hallowed chamber undertaking a solemn action for only third time in history because Dona…",WH com 202-456-1111,358255,6639,,False,0,586,2020-01-22 23:55:29
1735,"@SenateGOP @RepDougCollins @SenSchumer and…

PRAISED the Russia-backed and totally corrupt former Ukrainian prosecu… https://t.co/NQOEyV37Tk",Michael,2640,50,,False,0,0,2020-01-22 23:55:29
1736,RT @Zac_Petkanas: Just a reminder that Donald Trump fired his FBI Director and publicly said it was to stop a criminal investigation into h…,TC Thompson,109648,2823,,False,0,930,2020-01-22 23:55:29
1737,"RT @dylanmsmitty: Everyone knows Donald Trump is guilty. 
Everyone. 
Why won’t Republicans convict? Why are they all so scared of Trump? I…",Nancy Deprato,44546,1676,"Indian Trail, NC",False,0,102,2020-01-22 23:55:29
1738,"@SenJohnBarrasso @realDonaldTrump @NBCNews @SpeakerPelosi Please explain, precisely, how installing Mike Pence as p… https://t.co/spl5b7Tgfz",Damon Musselman,1599,65,,False,0,0,2020-01-22 23:55:28
1739,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,Kali Lawton,5152,151,,False,0,2690,2020-01-22 23:55:28
1740,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",Alice,271606,2312,"New Jersey, USA",False,0,994,2020-01-22 23:55:27
1741,@carlreiner Donald Trump,Tracy White,76,9,,False,0,0,2020-01-22 23:55:27
1742,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,bballjunkie221,5883,130,,False,0,2690,2020-01-22 23:55:27
1743,"RT @ReneeCarrollAZ: Every💕Heartbeat💕Matters

President Donald Trump Declares January 22nd ""National Sanctity of Human Life Day""
https://t.c…",Michael Kuffar 🇺🇸,73268,2166,"San Diego County, CA",False,0,148,2020-01-22 23:55:27
1744,RT @KathyJMollie: @J_man63 @CKwxyd @everything_says @JimHaf @GeoHarris4 @RoseannBlueEyes @terryloohoo @CRKittle @djhomelessmike @MiddleMoll…,DEFEND THE CONSTITUTION. VOTE BLUE.,133487,9602,,False,0,1,2020-01-22 23:55:26
1745,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,Libertas,69300,669,,False,0,2690,2020-01-22 23:55:26
1746,Lawsuit: Trump tied to inauguration’s inflated payments to his business https://t.co/q3X0pzxrtP,JustFightForFreedom,409,1,,False,0,0,2020-01-22 23:55:26
1747,"RT @JoeBiden: My administration will not cut Social Security or Medicare benefits. Period. We’ll expand them. Meanwhile, Donald Trump is sa…",randyphillis,48109,426,"Denver, CO",False,0,1592,2020-01-22 23:55:25
1748,"RT @JoeBiden: My administration will not cut Social Security or Medicare benefits. Period. We’ll expand them. Meanwhile, Donald Trump is sa…",Dee #TeamKamala #TeamPelosi #TeamBiden,142581,11995,"Deep State, Illinois ",False,0,1592,2020-01-22 23:55:25
1749,"House Democrats opened marathon arguments in President Donald Trump's #impeachment trial Wednesday, appealing to sk… https://t.co/Cb53GTwTM0",ABC 7 News - WJLA,334001,158715,"Washington, DC",True,0,0,2020-01-22 23:55:25
1750,RT @TheBeaSmith: 🙏🏻  Trump to become first president to speak at the March for Life https://t.co/5W5r7CQcte #FoxNews,❌Susan⭐️⭐️⭐️-Text Trump to 88022,72800,2663,,False,0,5,2020-01-22 23:55:25
1751,"Dear @USNatArchives, please add this tweet and its responses to the catalogue of Donald J. Trump Polls and do not a… https://t.co/9dRQXVDIzh",miamia mamma,12385,258,,False,0,0,2020-01-22 23:55:24
1752,"RT @LifeNewsHQ: BREAKING NEWS: 

President Donald Trump Declares January 22nd “National Sanctity of Human Life Day” 

""Every person — the b…",#USA #USA xformed,375783,14775,,False,0,1272,2020-01-22 23:55:23
1753,RT @girlsreallyrule: Lead Manager Adam Schiff starts his opening statement today with a quote from Alexander Hamilton (see below) and sayin…,⚖️Elle Marquise Joyful Warrior Princess of Kamalot,6517,3267,"California, USA",False,0,1108,2020-01-22 23:55:23
1754,"RT @ClimateBen: We have passed the point of no return on global warming and we can’t reverse the effects:

🔺full impact of climate change u…",nathan thanki,16912,3144,belfast | london | the world,False,0,271,2020-01-22 23:55:23
1755,@PressSec Dearest Stephanie🌹 im very pleased always to see Your Edits and Pictures Of our President Donald Trump ❤.… https://t.co/FevRkNS4lq,Anna,2219,25,,False,0,0,2020-01-22 23:55:22
1756,RT @thedailybeast: Fox News host Greg Gutfeld argued that the real reason Democrats are impeaching President Donald Trump is that they are…,Price Harmon,10615,47,"Seattle, WA",False,0,15,2020-01-22 23:55:22
1757,"Donald and Ivanka Trump Were Involved in Inauguration’s Inflated Payments to Family Business, New Suit Says https://t.co/xspXVKuYTM",John W. Owens,121502,3367,"Illinois, USA",False,0,0,2020-01-22 23:55:21
1758,"RT @jaketapper: 2/ Here's an interesting story about Martha Mitchell and the current US Ambassador to the Czech Republic, btw

https://t.co…",Parene Doubt,289250,2962,"Las Vegas, NV",False,0,587,2020-01-22 23:55:21
1759,"RT @Goss30Goss: POTUS said today in front of the world that the wheel was invented in America. 

The wheel was created in 3,500 BC.

Americ…",litscrib,88764,537,,False,0,994,2020-01-22 23:55:21
1760,"RT @edieconstantine: Empty  seats are totally unacceptable!!! 
Call Chief Justice office!!! 
Telephone number for Supreme Court office of C…",Jean Paul Caron,5982,252,Owen Sound On. Canada,False,0,259,2020-01-22 23:55:20
1761,RT @BojanglesMuldo1: Lawsuit says president and daughter KNEW inauguration committee was Improperly paying Trump businesses outrageous sums…,Nuckin Futs,47132,3008,,False,0,5,2020-01-22 23:55:20
1762,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,Nichola Mann,100762,1721,,False,0,2690,2020-01-22 23:55:19
1763,"RT @RepJeffries: The President’s top lawyer asked an important question on the first day of trial.

Why are we here?

Donald Trump brazenly…",JessieComeBack🐕🐈🐖🐋🐘,90492,1273,"Vermont, USA",False,0,3340,2020-01-22 23:55:19
1764,RT @waltshaub: Doesn't Priebus work for Michael Best &amp; Friedrich LLP? Isn't Michael Best &amp; Friedrich LLP representing the Trump Organizatio…,JH,40621,1231,"Kitchener/Waterloo, ON",False,0,2690,2020-01-22 23:55:19
1765,"RT @RepWexton: Donald Trump wants to cut your Social Security and Medicare.

Pass it on.
https://t.co/wfZXqDU6Zs",XCV/XXXVIII,142,1,,False,0,77,2020-01-22 23:55:19
